original_file,translated_file,status,timestamp,error_message,cost_estimate
train/TR-1040.jpg,,no_image,2026-03-04 00:19:32,API returned no image data,0.1400
train/TR-1041.jpg,translated_train/TR-1041.jpg,success,2026-03-04 00:20:00,,0.1400
train/TR-1042.jpg,translated_train/TR-1042.jpg,success,2026-03-04 00:20:30,,0.1400
train/TR-1040.jpg,,no_image,2026-03-04 00:23:13,API returned no image data,0.1400
train/TR-1043.jpg,translated_train/TR-1043.jpg,success,2026-03-04 00:23:49,,0.1400
train/TR-1044.jpg,translated_train/TR-1044.jpg,success,2026-03-04 00:24:10,,0.1400
train/TR-1045.jpg,translated_train/TR-1045.jpg,success,2026-03-04 00:24:33,,0.1400
train/TR-1046.jpg,translated_train/TR-1046.jpg,success,2026-03-04 00:25:05,,0.1400
train/TR-1047.jpg,translated_train/TR-1047.jpg,success,2026-03-04 00:25:29,,0.1400
train/TR-1048.jpg,translated_train/TR-1048.jpg,success,2026-03-04 00:25:54,,0.1400
train/TR-1049.jpg,translated_train/TR-1049.jpg,success,2026-03-04 00:26:16,,0.1400
train/TR-105.jpg,translated_train/TR-105.jpg,success,2026-03-04 00:26:46,,0.1400
train/TR-1050.jpg,translated_train/TR-1050.jpg,success,2026-03-04 00:27:15,,0.1400
train/TR-1051.jpg,translated_train/TR-1051.jpg,success,2026-03-04 00:27:46,,0.1400
train/TR-1052.jpg,translated_train/TR-1052.jpg,success,2026-03-04 00:28:05,,0.1400
train/TR-1053.jpg,translated_train/TR-1053.jpg,success,2026-03-04 00:28:33,,0.1400
train/TR-1054.jpg,translated_train/TR-1054.jpg,success,2026-03-04 00:29:06,,0.1400
train/TR-1055.jpg,translated_train/TR-1055.jpg,success,2026-03-04 00:29:28,,0.1400
train/TR-1056.jpg,translated_train/TR-1056.jpg,success,2026-03-04 00:29:49,,0.1400
train/TR-1057.jpg,translated_train/TR-1057.jpg,success,2026-03-04 00:30:09,,0.1400
train/TR-1058.jpg,translated_train/TR-1058.jpg,success,2026-03-04 00:30:39,,0.1400
train/TR-1059.jpg,translated_train/TR-1059.jpg,success,2026-03-04 00:31:04,,0.1400
train/TR-106.jpg,translated_train/TR-106.jpg,success,2026-03-04 00:31:31,,0.1400
train/TR-1060.jpg,translated_train/TR-1060.jpg,success,2026-03-04 00:32:17,,0.1400
train/TR-1061.jpg,translated_train/TR-1061.jpg,success,2026-03-04 00:32:41,,0.1400
train/TR-1062.jpg,translated_train/TR-1062.jpg,success,2026-03-04 00:33:12,,0.1400
train/TR-1063.jpg,,no_image,2026-03-04 00:33:36,API returned no image data,0.1400
train/TR-1064.jpg,translated_train/TR-1064.jpg,success,2026-03-04 00:34:08,,0.1400
train/TR-1065.jpg,translated_train/TR-1065.jpg,success,2026-03-04 00:34:37,,0.1400
train/TR-1066.jpg,translated_train/TR-1066.jpg,success,2026-03-04 00:35:12,,0.1400
train/TR-1067.jpg,translated_train/TR-1067.jpg,success,2026-03-04 00:35:58,,0.1400
train/TR-1068.jpg,translated_train/TR-1068.jpg,success,2026-03-04 00:36:36,,0.1400
train/TR-1069.jpg,translated_train/TR-1069.jpg,success,2026-03-04 00:37:19,,0.1400
train/TR-107.jpg,translated_train/TR-107.jpg,success,2026-03-04 00:37:46,,0.1400
train/TR-1070.jpg,translated_train/TR-1070.jpg,success,2026-03-04 00:38:25,,0.1400
train/TR-1071.jpg,translated_train/TR-1071.jpg,success,2026-03-04 00:39:08,,0.1400
train/TR-1072.jpg,translated_train/TR-1072.jpg,success,2026-03-04 00:39:56,,0.1400
train/TR-1073.jpg,translated_train/TR-1073.jpg,success,2026-03-04 00:40:58,,0.1400
train/TR-1074.jpg,translated_train/TR-1074.jpg,success,2026-03-04 00:41:57,,0.1400
train/TR-1075.jpg,translated_train/TR-1075.jpg,success,2026-03-04 00:42:53,,0.1400
train/TR-1076.jpg,translated_train/TR-1076.jpg,success,2026-03-04 00:43:46,,0.1400
train/TR-1077.jpg,translated_train/TR-1077.jpg,success,2026-03-04 00:44:41,,0.1400
train/TR-1078.jpg,translated_train/TR-1078.jpg,success,2026-03-04 00:45:33,,0.1400
train/TR-1079.jpg,translated_train/TR-1079.jpg,success,2026-03-04 00:46:10,,0.1400
train/TR-108.jpg,translated_train/TR-108.jpg,success,2026-03-04 00:47:09,,0.1400
train/TR-1080.jpg,translated_train/TR-1080.jpg,success,2026-03-04 00:47:53,,0.1400
train/TR-1081.jpg,translated_train/TR-1081.jpg,success,2026-03-04 00:48:54,,0.1400
train/TR-1082.jpg,translated_train/TR-1082.jpg,success,2026-03-04 00:49:30,,0.1400
train/TR-1083.jpg,translated_train/TR-1083.jpg,success,2026-03-04 00:50:22,,0.1400
train/TR-1084.jpg,translated_train/TR-1084.jpg,success,2026-03-04 00:51:39,,0.1400
train/TR-1085.jpg,translated_train/TR-1085.jpg,success,2026-03-04 00:52:19,,0.1400
train/TR-1086.jpg,translated_train/TR-1086.jpg,success,2026-03-04 00:53:14,,0.1400
train/TR-1087.jpg,translated_train/TR-1087.jpg,success,2026-03-04 00:54:30,,0.1400
train/TR-1088.jpg,translated_train/TR-1088.jpg,success,2026-03-04 00:56:15,,0.1400
train/TR-1089.jpg,translated_train/TR-1089.jpg,success,2026-03-04 00:56:59,,0.1400
train/TR-109.jpg,translated_train/TR-109.jpg,success,2026-03-04 00:58:09,,0.1400
train/TR-1090.jpg,translated_train/TR-1090.jpg,success,2026-03-04 00:59:53,,0.1400
train/TR-1091.jpg,translated_train/TR-1091.jpg,success,2026-03-04 01:01:22,,0.1400
train/TR-1092.jpg,translated_train/TR-1092.jpg,success,2026-03-04 01:03:11,,0.1400
train/TR-1093.jpg,translated_train/TR-1093.jpg,success,2026-03-04 01:05:03,,0.1400
train/TR-1094.jpg,translated_train/TR-1094.jpg,success,2026-03-04 01:06:22,,0.1400
train/TR-1095.jpg,translated_train/TR-1095.jpg,success,2026-03-04 01:08:03,,0.1400
train/TR-1096.jpg,translated_train/TR-1096.jpg,success,2026-03-04 01:09:22,,0.1400
train/TR-1097.jpg,translated_train/TR-1097.jpg,success,2026-03-04 01:10:55,,0.1400
train/TR-1098.jpg,translated_train/TR-1098.jpg,success,2026-03-04 01:12:47,,0.1400
train/TR-1099.jpg,translated_train/TR-1099.jpg,success,2026-03-04 01:15:14,,0.1400
train/TR-11.jpg,translated_train/TR-11.jpg,success,2026-03-04 01:16:53,,0.1400
train/TR-110.jpg,translated_train/TR-110.jpg,success,2026-03-04 01:22:49,,0.1400
train/TR-1100.jpg,translated_train/TR-1100.jpg,success,2026-03-04 01:27:59,,0.1400
train/TR-1101.jpg,translated_train/TR-1101.jpg,success,2026-03-04 01:29:16,,0.1400
train/TR-1102.jpg,translated_train/TR-1102.jpg,success,2026-03-04 01:30:19,,0.1400
train/TR-1103.jpg,translated_train/TR-1103.jpg,success,2026-03-04 01:31:44,,0.1400
train/TR-1104.jpg,translated_train/TR-1104.jpg,success,2026-03-04 01:32:58,,0.1400
train/TR-1105.jpg,translated_train/TR-1105.jpg,success,2026-03-04 01:34:12,,0.1400
train/TR-1106.jpg,translated_train/TR-1106.jpg,success,2026-03-04 01:36:10,,0.1400
train/TR-1107.jpg,translated_train/TR-1107.jpg,success,2026-03-04 01:37:25,,0.1400
train/TR-1108.jpg,translated_train/TR-1108.jpg,success,2026-03-04 01:37:53,,0.1400
train/TR-1109.jpg,translated_train/TR-1109.jpg,success,2026-03-04 01:38:51,,0.1400
train/TR-111.jpg,translated_train/TR-111.jpg,success,2026-03-04 01:39:29,,0.1400
train/TR-1110.jpg,translated_train/TR-1110.jpg,success,2026-03-04 01:39:56,,0.1400
train/TR-1111.jpg,translated_train/TR-1111.jpg,success,2026-03-04 01:40:22,,0.1400
train/TR-1112.jpg,translated_train/TR-1112.jpg,success,2026-03-04 01:41:01,,0.1400
train/TR-1113.jpg,translated_train/TR-1113.jpg,success,2026-03-04 01:41:38,,0.1400
train/TR-1114.jpg,translated_train/TR-1114.jpg,success,2026-03-04 01:42:19,,0.1400
train/TR-1115.jpg,translated_train/TR-1115.jpg,success,2026-03-04 01:42:53,,0.1400
train/TR-1116.jpg,translated_train/TR-1116.jpg,success,2026-03-04 01:43:21,,0.1400
train/TR-1117.jpg,translated_train/TR-1117.jpg,success,2026-03-04 01:44:01,,0.1400
train/TR-1118.jpg,translated_train/TR-1118.jpg,success,2026-03-04 01:44:33,,0.1400
train/TR-1119.jpg,translated_train/TR-1119.jpg,success,2026-03-04 01:44:59,,0.1400
train/TR-112.jpg,translated_train/TR-112.jpg,success,2026-03-04 01:45:29,,0.1400
train/TR-1120.jpg,translated_train/TR-1120.jpg,success,2026-03-04 01:45:57,,0.1400
train/TR-1121.jpg,translated_train/TR-1121.jpg,success,2026-03-04 01:46:18,,0.1400
train/TR-1122.jpg,translated_train/TR-1122.jpg,success,2026-03-04 01:46:44,,0.1400
train/TR-1123.jpg,translated_train/TR-1123.jpg,success,2026-03-04 01:47:07,,0.1400
train/TR-1124.jpg,translated_train/TR-1124.jpg,success,2026-03-04 01:47:34,,0.1400
train/TR-1125.jpg,translated_train/TR-1125.jpg,success,2026-03-04 01:47:55,,0.1400
train/TR-1126.jpg,translated_train/TR-1126.jpg,success,2026-03-04 01:48:20,,0.1400
train/TR-1127.jpg,translated_train/TR-1127.jpg,success,2026-03-04 01:48:52,,0.1400
train/TR-1128.jpg,translated_train/TR-1128.jpg,success,2026-03-04 01:49:22,,0.1400
train/TR-1129.jpg,translated_train/TR-1129.jpg,success,2026-03-04 01:49:46,,0.1400
train/TR-113.jpg,translated_train/TR-113.jpg,success,2026-03-04 01:50:13,,0.1400
train/TR-1130.jpg,translated_train/TR-1130.jpg,success,2026-03-04 01:50:46,,0.1400
train/TR-1131.jpg,translated_train/TR-1131.jpg,success,2026-03-04 01:51:07,,0.1400
train/TR-1132.jpg,,no_image,2026-03-04 01:51:44,API returned no image data,0.1400
train/TR-1133.jpg,translated_train/TR-1133.jpg,success,2026-03-04 01:52:13,,0.1400
train/TR-1134.jpg,translated_train/TR-1134.jpg,success,2026-03-04 01:52:34,,0.1400
train/TR-1135.jpg,translated_train/TR-1135.jpg,success,2026-03-04 01:53:08,,0.1400
train/TR-1136.jpg,translated_train/TR-1136.jpg,success,2026-03-04 01:53:32,,0.1400
train/TR-1137.jpg,translated_train/TR-1137.jpg,success,2026-03-04 01:53:55,,0.1400
train/TR-1138.jpg,translated_train/TR-1138.jpg,success,2026-03-04 01:54:22,,0.1400
train/TR-1139.jpg,translated_train/TR-1139.jpg,success,2026-03-04 01:54:44,,0.1400
train/TR-114.jpg,translated_train/TR-114.jpg,success,2026-03-04 01:55:12,,0.1400
train/TR-1140.jpg,translated_train/TR-1140.jpg,success,2026-03-04 01:55:38,,0.1400
train/TR-1141.jpg,translated_train/TR-1141.jpg,success,2026-03-04 01:56:05,,0.1400
train/TR-1142.jpg,translated_train/TR-1142.jpg,success,2026-03-04 01:56:33,,0.1400
train/TR-1143.jpg,translated_train/TR-1143.jpg,success,2026-03-04 01:56:57,,0.1400
train/TR-1144.jpg,translated_train/TR-1144.jpg,success,2026-03-04 01:57:24,,0.1400
train/TR-1145.jpg,,no_image,2026-03-04 01:57:54,API returned no image data,0.1400
train/TR-1146.jpg,translated_train/TR-1146.jpg,success,2026-03-04 01:58:21,,0.1400
train/TR-1147.jpg,translated_train/TR-1147.jpg,success,2026-03-04 01:58:48,,0.1400
train/TR-1148.jpg,translated_train/TR-1148.jpg,success,2026-03-04 01:59:19,,0.1400
train/TR-1149.jpg,translated_train/TR-1149.jpg,success,2026-03-04 01:59:51,,0.1400
train/TR-115.jpg,translated_train/TR-115.jpg,success,2026-03-04 02:00:26,,0.1400
train/TR-1150.jpg,translated_train/TR-1150.jpg,success,2026-03-04 02:00:57,,0.1400
train/TR-1151.jpg,translated_train/TR-1151.jpg,success,2026-03-04 02:01:32,,0.1400
train/TR-1152.jpg,translated_train/TR-1152.jpg,success,2026-03-04 02:02:16,,0.1400
train/TR-1153.jpg,translated_train/TR-1153.jpg,success,2026-03-04 02:02:50,,0.1400
train/TR-1154.jpg,translated_train/TR-1154.jpg,success,2026-03-04 02:03:30,,0.1400
train/TR-1155.jpg,translated_train/TR-1155.jpg,success,2026-03-04 02:04:10,,0.1400
train/TR-1156.jpg,translated_train/TR-1156.jpg,success,2026-03-04 02:04:50,,0.1400
train/TR-1157.jpg,translated_train/TR-1157.jpg,success,2026-03-04 02:05:20,,0.1400
train/TR-1158.jpg,translated_train/TR-1158.jpg,success,2026-03-04 02:05:57,,0.1400
train/TR-1159.jpg,translated_train/TR-1159.jpg,success,2026-03-04 02:06:26,,0.1400
train/TR-116.jpg,translated_train/TR-116.jpg,success,2026-03-04 02:06:51,,0.1400
train/TR-1160.jpg,translated_train/TR-1160.jpg,success,2026-03-04 02:07:17,,0.1400
train/TR-1161.jpg,translated_train/TR-1161.jpg,success,2026-03-04 02:07:42,,0.1400
train/TR-1162.jpg,translated_train/TR-1162.jpg,success,2026-03-04 02:08:12,,0.1400
train/TR-1163.jpg,translated_train/TR-1163.jpg,success,2026-03-04 02:08:37,,0.1400
train/TR-1164.jpg,translated_train/TR-1164.jpg,success,2026-03-04 02:09:06,,0.1400
train/TR-1165.jpg,translated_train/TR-1165.jpg,success,2026-03-04 02:09:33,,0.1400
train/TR-1166.jpg,translated_train/TR-1166.jpg,success,2026-03-04 02:10:08,,0.1400
train/TR-1167.jpg,translated_train/TR-1167.jpg,success,2026-03-04 02:10:36,,0.1400
train/TR-1168.jpg,translated_train/TR-1168.jpg,success,2026-03-04 02:11:05,,0.1400
train/TR-1169.jpg,translated_train/TR-1169.jpg,success,2026-03-04 02:11:29,,0.1400
train/TR-117.jpg,translated_train/TR-117.jpg,success,2026-03-04 02:12:01,,0.1400
train/TR-1170.jpg,translated_train/TR-1170.jpg,success,2026-03-04 02:12:27,,0.1400
train/TR-1171.jpg,translated_train/TR-1171.jpg,success,2026-03-04 02:12:51,,0.1400
train/TR-1172.jpg,translated_train/TR-1172.jpg,success,2026-03-04 02:13:16,,0.1400
train/TR-1173.jpg,translated_train/TR-1173.jpg,success,2026-03-04 02:13:40,,0.1400
train/TR-1174.jpg,translated_train/TR-1174.jpg,success,2026-03-04 02:13:59,,0.1400
train/TR-1175.jpg,translated_train/TR-1175.jpg,success,2026-03-04 02:14:27,,0.1400
train/TR-1176.jpg,translated_train/TR-1176.jpg,success,2026-03-04 02:14:48,,0.1400
train/TR-1177.jpg,translated_train/TR-1177.jpg,success,2026-03-04 02:15:14,,0.1400
train/TR-1178.jpg,translated_train/TR-1178.jpg,success,2026-03-04 02:15:40,,0.1400
train/TR-1179.jpg,translated_train/TR-1179.jpg,success,2026-03-04 02:16:15,,0.1400
train/TR-118.jpg,translated_train/TR-118.jpg,success,2026-03-04 02:16:48,,0.1400
train/TR-1180.jpg,translated_train/TR-1180.jpg,success,2026-03-04 02:17:11,,0.1400
train/TR-1181.jpg,translated_train/TR-1181.jpg,success,2026-03-04 02:17:36,,0.1400
train/TR-1182.jpg,translated_train/TR-1182.jpg,success,2026-03-04 02:18:03,,0.1400
train/TR-1183.jpg,translated_train/TR-1183.jpg,success,2026-03-04 02:18:48,,0.1400
train/TR-1184.jpg,translated_train/TR-1184.jpg,success,2026-03-04 02:19:16,,0.1400
train/TR-1185.jpg,translated_train/TR-1185.jpg,success,2026-03-04 02:19:52,,0.1400
train/TR-1186.jpg,translated_train/TR-1186.jpg,success,2026-03-04 02:20:35,,0.1400
train/TR-1187.jpg,translated_train/TR-1187.jpg,success,2026-03-04 02:21:07,,0.1400
train/TR-1188.jpg,translated_train/TR-1188.jpg,success,2026-03-04 02:21:43,,0.1400
train/TR-1189.jpg,translated_train/TR-1189.jpg,success,2026-03-04 02:22:16,,0.1400
train/TR-119.jpg,translated_train/TR-119.jpg,success,2026-03-04 02:22:41,,0.1400
train/TR-1190.jpg,,no_image,2026-03-04 02:22:54,API returned no image data,0.1400
train/TR-1191.jpg,,no_image,2026-03-04 02:23:14,API returned no image data,0.1400
train/TR-1192.jpg,translated_train/TR-1192.jpg,success,2026-03-04 02:23:48,,0.1400
train/TR-1193.jpg,translated_train/TR-1193.jpg,success,2026-03-04 02:24:13,,0.1400
train/TR-1194.jpg,translated_train/TR-1194.jpg,success,2026-03-04 02:24:42,,0.1400
train/TR-1195.jpg,translated_train/TR-1195.jpg,success,2026-03-04 02:25:18,,0.1400
train/TR-1196.jpg,translated_train/TR-1196.jpg,success,2026-03-04 02:25:44,,0.1400
train/TR-1197.jpg,translated_train/TR-1197.jpg,success,2026-03-04 02:26:15,,0.1400
train/TR-1198.jpg,translated_train/TR-1198.jpg,success,2026-03-04 02:26:43,,0.1400
train/TR-1199.jpg,translated_train/TR-1199.jpg,success,2026-03-04 02:27:08,,0.1400
train/TR-12.jpg,translated_train/TR-12.jpg,success,2026-03-04 02:27:35,,0.1400
train/TR-120.jpg,translated_train/TR-120.jpg,success,2026-03-04 02:28:00,,0.1400
train/TR-1200.jpg,translated_train/TR-1200.jpg,success,2026-03-04 02:28:25,,0.1400
train/TR-1201.jpg,translated_train/TR-1201.jpg,success,2026-03-04 02:29:06,,0.1400
train/TR-1202.jpg,translated_train/TR-1202.jpg,success,2026-03-04 02:29:39,,0.1400
train/TR-1203.jpg,translated_train/TR-1203.jpg,success,2026-03-04 02:30:16,,0.1400
train/TR-1204.jpg,translated_train/TR-1204.jpg,success,2026-03-04 02:30:55,,0.1400
train/TR-1205.jpg,translated_train/TR-1205.jpg,success,2026-03-04 02:31:27,,0.1400
train/TR-1206.jpg,translated_train/TR-1206.jpg,success,2026-03-04 02:31:53,,0.1400
train/TR-1207.jpg,translated_train/TR-1207.jpg,success,2026-03-04 02:32:19,,0.1400
train/TR-1208.jpg,translated_train/TR-1208.jpg,success,2026-03-04 02:32:48,,0.1400
train/TR-1209.jpg,translated_train/TR-1209.jpg,success,2026-03-04 02:33:18,,0.1400
train/TR-121.jpg,translated_train/TR-121.jpg,success,2026-03-04 02:33:48,,0.1400
train/TR-1210.jpg,translated_train/TR-1210.jpg,success,2026-03-04 02:34:15,,0.1400
train/TR-1211.jpg,translated_train/TR-1211.jpg,success,2026-03-04 02:34:38,,0.1400
train/TR-1212.jpg,,no_image,2026-03-04 02:35:21,API returned no image data,0.1400
train/TR-1213.jpg,translated_train/TR-1213.jpg,success,2026-03-04 02:36:01,,0.1400
train/TR-1214.jpg,translated_train/TR-1214.jpg,success,2026-03-04 02:36:34,,0.1400
train/TR-1215.jpg,translated_train/TR-1215.jpg,success,2026-03-04 02:37:00,,0.1400
train/TR-1216.jpg,translated_train/TR-1216.jpg,success,2026-03-04 02:37:26,,0.1400
train/TR-1217.jpg,translated_train/TR-1217.jpg,success,2026-03-04 02:38:00,,0.1400
train/TR-1218.jpg,translated_train/TR-1218.jpg,success,2026-03-04 02:38:27,,0.1400
train/TR-1219.jpg,translated_train/TR-1219.jpg,success,2026-03-04 02:38:51,,0.1400
train/TR-122.jpg,translated_train/TR-122.jpg,success,2026-03-04 02:39:24,,0.1400
train/TR-1220.jpg,,no_image,2026-03-04 02:39:44,API returned no image data,0.1400
train/TR-1221.jpg,translated_train/TR-1221.jpg,success,2026-03-04 02:40:12,,0.1400
train/TR-1222.jpg,translated_train/TR-1222.jpg,success,2026-03-04 02:40:39,,0.1400
train/TR-1223.jpg,translated_train/TR-1223.jpg,success,2026-03-04 02:41:04,,0.1400
train/TR-1224.jpg,translated_train/TR-1224.jpg,success,2026-03-04 02:41:28,,0.1400
train/TR-1225.jpg,translated_train/TR-1225.jpg,success,2026-03-04 02:41:51,,0.1400
train/TR-1226.jpg,translated_train/TR-1226.jpg,success,2026-03-04 02:42:15,,0.1400
train/TR-1227.jpg,translated_train/TR-1227.jpg,success,2026-03-04 02:42:37,,0.1400
train/TR-1228.jpg,translated_train/TR-1228.jpg,success,2026-03-04 02:43:06,,0.1400
train/TR-1229.jpg,translated_train/TR-1229.jpg,success,2026-03-04 02:43:29,,0.1400
train/TR-123.jpg,translated_train/TR-123.jpg,success,2026-03-04 02:43:50,,0.1400
train/TR-1230.jpg,translated_train/TR-1230.jpg,success,2026-03-04 02:44:20,,0.1400
train/TR-1231.jpg,translated_train/TR-1231.jpg,success,2026-03-04 02:44:43,,0.1400
train/TR-1232.jpg,translated_train/TR-1232.jpg,success,2026-03-04 02:45:10,,0.1400
train/TR-1233.jpg,translated_train/TR-1233.jpg,success,2026-03-04 02:45:41,,0.1400
train/TR-1234.jpg,translated_train/TR-1234.jpg,success,2026-03-04 02:46:03,,0.1400
train/TR-1235.jpg,translated_train/TR-1235.jpg,success,2026-03-04 02:46:33,,0.1400
train/TR-1236.jpg,translated_train/TR-1236.jpg,success,2026-03-04 02:46:57,,0.1400
train/TR-1237.jpg,translated_train/TR-1237.jpg,success,2026-03-04 02:47:20,,0.1400
train/TR-1238.jpg,translated_train/TR-1238.jpg,success,2026-03-04 02:47:39,,0.1400
train/TR-1239.jpg,translated_train/TR-1239.jpg,success,2026-03-04 02:48:07,,0.1400
train/TR-124.jpg,translated_train/TR-124.jpg,success,2026-03-04 02:48:29,,0.1400
train/TR-1240.jpg,translated_train/TR-1240.jpg,success,2026-03-04 02:48:51,,0.1400
train/TR-1241.jpg,translated_train/TR-1241.jpg,success,2026-03-04 02:49:11,,0.1400
train/TR-1242.jpg,translated_train/TR-1242.jpg,success,2026-03-04 02:49:36,,0.1400
train/TR-1243.jpg,translated_train/TR-1243.jpg,success,2026-03-04 02:50:08,,0.1400
train/TR-1244.jpg,translated_train/TR-1244.jpg,success,2026-03-04 02:50:31,,0.1400
train/TR-1245.jpg,translated_train/TR-1245.jpg,success,2026-03-04 02:51:08,,0.1400
train/TR-1246.jpg,translated_train/TR-1246.jpg,success,2026-03-04 02:51:37,,0.1400
train/TR-1247.jpg,,no_image,2026-03-04 02:52:20,API returned no image data,0.1400
train/TR-1248.jpg,translated_train/TR-1248.jpg,success,2026-03-04 02:53:24,,0.1400
train/TR-1249.jpg,translated_train/TR-1249.jpg,success,2026-03-04 02:54:18,,0.1400
train/TR-125.jpg,translated_train/TR-125.jpg,success,2026-03-04 02:55:27,,0.1400
train/TR-1250.jpg,translated_train/TR-1250.jpg,success,2026-03-04 02:56:24,,0.1400
train/TR-1251.jpg,translated_train/TR-1251.jpg,success,2026-03-04 02:57:15,,0.1400
train/TR-1252.jpg,translated_train/TR-1252.jpg,success,2026-03-04 02:57:47,,0.1400
train/TR-1253.jpg,translated_train/TR-1253.jpg,success,2026-03-04 02:58:11,,0.1400
train/TR-1254.jpg,translated_train/TR-1254.jpg,success,2026-03-04 02:58:43,,0.1400
train/TR-1255.jpg,translated_train/TR-1255.jpg,success,2026-03-04 02:59:05,,0.1400
train/TR-1256.jpg,translated_train/TR-1256.jpg,success,2026-03-04 02:59:29,,0.1400
train/TR-1257.jpg,translated_train/TR-1257.jpg,success,2026-03-04 02:59:55,,0.1400
train/TR-1258.jpg,translated_train/TR-1258.jpg,success,2026-03-04 03:00:26,,0.1400
train/TR-1259.jpg,translated_train/TR-1259.jpg,success,2026-03-04 03:00:58,,0.1400
train/TR-126.jpg,translated_train/TR-126.jpg,success,2026-03-04 03:01:23,,0.1400
train/TR-1260.jpg,translated_train/TR-1260.jpg,success,2026-03-04 03:01:45,,0.1400
