image_id,category,gold_labels,explanation
TE-583.jpg,BRAND_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The meme shows a progression from confidence and excitement to shock and disappointment.

2. MOTIVATION/INTEREST: The person is motivated to accurately track the calories of their cold coffee, showing an interest in diet and health monitoring.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: The text explicitly mentions tracking calories for ""cold coffee"" and knowing ingredients, indicating a focus on dietary intake.

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: The person is engaged in a multi-step process to calculate calories, which leads to an unexpected and confusing result.

7. SLEEP: not shown

CONTEXT: This uses the popular ""Gru's Plan"" meme format to depict a plan that goes unexpectedly wrong at the final step."
TE-586.jpg,BRAND_DEPENDENT,"[0,0,0,1,0,0,0]","**CONTEXT:** This image uses the popular ""Is this a pigeon?"" anime meme template, modified with Hindi text and specific items to humorously present vices as a lifestyle.

1.  **MOOD/EMOTIONAL STATE:** The image uses self-deprecating humor to highlight unhealthy habits, suggesting a cynical or resigned attitude rather than overt distress."
TE-629.jpg,BRAND_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The blurry background suggests a distressed or sad expression, and the late-night check-in implies worry about the recipient's well-being.
2. MOTIVATION/INTEREST: not shown
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: The message from ""Mummy"" directly asks ""खाना खाया कि नहीं?"" which translates to ""Did you eat food or not?"", indicating concern about the person's eating.
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: The time ""2:19"" is visible at the top, indicating the person is awake at a very late hour, suggesting sleep disruption.

CONTEXT: This is a phone notification screenshot meme depicting a mother's late-night concern for her child's basic care, often used to imply the child is struggling."
TE-8.jpg,BRAND_DEPENDENT,"[1,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The text explicitly mentions ""depression"" as the state the subjects wish to cure. The visual of people yelling into megaphones suggests a feeling of desperation or urgent frustration in seeking relief.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a surreal meme using stock photos and mixed Hindi/English text to humorously illustrate the desperate, unrealistic desire for technology to instantly solve complex mental health problems."
TE-149.jpg,CELEBRITY_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The image shows a man crying with a pained expression, and the text describes a distressing situation, indicating sadness, anguish, and hopelessness.
2. MOTIVATION/INTEREST: not shown
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: The text explicitly mentions ""binge streak"", ""restricting"", and ""खाने की बीमारी (ED)"" (eating disorder), describing a cycle of disordered eating behaviors.
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This meme uses a crying Bollywood actor as a reaction image to express the frustration and pain of being trapped in an eating disorder cycle."
TE-158.jpg,CELEBRITY_DEPENDENT,"[0,0,0,0,0,1,0]","CONTEXT: This image uses a standard quote-meme format featuring a portrait of famous Indian singer Kishore Kumar alongside a Hindi quote attributed to him.

1. MOOD/EMOTIONAL STATE: The quote expresses a melancholic or self-deprecating sense of loss regarding one's sanity. The subject in the photo has a contemplative, neutral expression.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: The text explicitly states, ""Of all the things I have lost, I miss my mind the most,"" directly"
TE-185.jpg,CELEBRITY_DEPENDENT,"[0,0,0,0,1,0,0]","1. MOOD/EMOTIONAL STATE: The meme expresses intense anger, aggression, and severe distress directed inwardly. The man's facial expression is furious, and the text conveys extreme self-hatred.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: The Hindi text explicitly states ""मैं तुझे मार डालूँगा"" which translates to ""I will kill you,"" representing a clear thought of self-harm or death in the context of the internal monologue.

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: The text attacks self-worth with highly derogatory terms, calling the person ""बदसूरत"" (ugly) and ""घिनौना"" (disgusting), indicating profound feelings of worthlessness.

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a meme using a reaction image of an angry man (likely from an Indian reality show) to personify the aggressive and abusive internal voice of body dysmorphia."
TE-21.jpg,CELEBRITY_DEPENDENT,"[1,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The man's slumped posture and downward gaze suggest sadness or dejection. The text describes facing ""death repeatedly,"" implying significant distress, yet also mentions maintaining ""hope.""

2. MOTIVATION/INTEREST: Not shown.

3. EXISTENTIAL/EMOTIONAL INTENSITY: The text explicitly mentions ""death"" coming into life ""repeatedly,"" indicating a high level of existential challenge or distress. However, it also states that ""hope remains,"" suggesting resilience rather than a wish to withdraw.

4. APPETITE/EATING: Not shown.

5. SELF-WORTH/GUILT: Not shown"
TE-238.jpg,CELEBRITY_DEPENDENT,"[0,0,0,1,1,0,0]","1. MOOD/EMOTIONAL STATE: The subject's expression is somber, serious, and weary. The text suggests a mood of resignation or disappointment regarding a significant failure.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: The text translates to ""You've messed up big time, brother?"", implying a confrontation with failure and"
TE-26.jpg,CELEBRITY_DEPENDENT,"[1,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The left panel shows intense sadness and anguish, while the right panel depicts exhaustion, flatness, and a lack of energy. The meme contrasts dramatic sorrow with a more numbing, fatigued state.

2. MOTIVATION/INTEREST: The man in the right panel is sleeping passively on a train, suggesting a lack of energy or motivation to engage with his surroundings. This contrasts with the active, albeit sad, guitar playing in the left panel.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: The right panel explicitly shows a man sleeping deeply with his mouth open on a public train, indicating excessive sleepiness, fatigue, or a need to catch up on sleep at odd times.

CONTEXT:"
TE-40.jpg,CELEBRITY_DEPENDENT,"[0,0,0,0,0,0,1]","CONTEXT: This is a meme format using a moody still of Bollywood actress Deepika Padukone, overlaid with Hindi text to express emotional distress.

1. MOOD/EMOTIONAL STATE: The woman's expression is somber and sad, with a downward gaze indicating distress or melancholy.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: The Hindi text ""नींद उड़ गई है"
TE-470.jpg,CELEBRITY_DEPENDENT,"[1,0,0,0,0,0,1]",
TE-141.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,0,0,0,1]","CONTEXT: This is an Indian meme using a still from a movie or TV show to humorously exaggerate the common adult experience of chronic sleep deprivation.

1. MOOD/EMOTIONAL STATE: The woman's expression and gesture convey a sense of resignation or dramatic exasperation regarding a long-standing issue.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: The text"
TE-147.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,1,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image is humorous and self-deprecating, with no expression of sadness or distress.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: The text is self-deprecating about an embarrassing internet search, but it is presented as a joke rather than a serious expression of guilt or worthlessness.

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a meme using a historical photo with superimposed text to humorously depict various authorities and neighbors watching the user's embarrassing internet activity."
TE-160.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,1,0,0,0,0,0]",
TE-197.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The top panel shows sadness and crying in response to a video game event, while the bottom panel shows a smiling, positive affect"
TE-214.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,0,0,1,0,0]",
TE-232.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,0,0,1,0,0]","1. MOOD/EMOTIONAL STATE: The character initially appears neutral, then expresses sadness and a flat affect after being rejected. The final panel with static suggests a feeling of emptiness or numbness.

2. MOTIVATION/INTEREST: The character is shown actively seeking connection, but after being rejected, they become passive and withdrawn, suggesting a loss of interest or motivation.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: The character's reaction to being repeatedly told they are not a friend suggests feelings of rejection and potentially low self-worth.

6. CONCENTRATION/THINKING: The character's simple ""ओह..."" and subsequent silence might indicate difficulty processing the rejection or a state of mental numbness.

7. SLEEP: not shown

CONTEXT: This is a four-panel comic strip meme, likely translated into Hindi, using a simple art style to depict a relatable situation of social rejection and isolation."
TE-299.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The top panel shows affection and a playful request, while the bottom panel depicts distress and helplessness related to a historical execution scene.

2. MOTIVATION/INTEREST: not shown

3. EXISTENTIAL/EMOTIONAL INTENSITY: The bottom panel visually depicts a person being bricked up alive, which is a representation of extreme harm and a life-threatening situation, used here for dark humor.

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: The top panel shows a couple in bed, but there is no specific reference to sleep habits or disorders.

CONTEXT: This is a two-panel meme using a scene from the Indian movie *Mughal-e-Azam* to create a dark humor joke based on a literal interpretation of a romantic request."
TE-309.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,1,1,0,0]","1. MOOD/EMOTIONAL STATE: not shown
2. MOTIVATION/INTEREST: not shown
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: The image mentions ""Nikocado,"" a YouTuber known for mukbang videos, and shows a ""4XL"" size, indirectly referencing themes of eating and body size.
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This is a screenshot of an online product page for a hoodie, likely from a meme or parody store associated with internet personality Nikocado Avocado."
TE-33.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image is humorous and satirical, not expressing any negative emotions like sadness or hopelessness.

2. MOTIVATION/INTEREST: not shown

3. EXISTENTIAL/EMOTIONAL INTENSITY: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a humorous meme satirizing the 2020 pandemic by exaggerating the importance and danger of delivering onions, which are sometimes scarce and valuable in India."
TE-333.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image is humorous and intended to be funny, not expressing sadness or distress.
2. MOTIVATION/INTEREST: not shown
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: The image refers to abstaining from alcohol, but does not mention eating habits.
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This is a humorous Indian meme that proposes an impossible ""3-day no alcohol challenge"" on non-existent dates in February."
TE-342.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image expresses extreme distress, anguish, and hopelessness, indicated by the explicit search for ways to die.

2. MOTIVATION/INTEREST: The search query indicates a complete loss of interest in continuing to live.

3. SELF-HARM/DEATH THOUGHTS: The Google search bar contains a direct reference to wanting to die and seeking information on suicide (""How to die..."").

4. APPETITE/EATING: not shown

5."
TE-374.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,1,0,0,0,1,0]","1. MOOD/EMOTIONAL STATE: The text explicitly states the person gets ""bored"" (""बोर हो जाता हूँ""). The overall tone is one of dark humor and absurdity.
2. MOTIVATION/INTEREST: The creator mentions being bored at the office, suggesting a lack of interest in their work. They are motivated to create this scene as a distraction.
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: not shown
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This is a meme where the creator uses dead flies to stage a humorous scene, referencing a popular song, to combat office boredom."
TE-385.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image does not depict a person, so no specific emotional state is expressed. The tone of the poster itself is critical and alarming regarding health"
TE-411.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,0,0,0,0]",
TE-506.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The tweet explicitly mentions ""depression"" and expresses a sense of collective disappointment and sadness about the state of the 2020s.
2. MOTIVATION/INTEREST: The text suggests a lack of positive experiences or enjoyment, stating that the ""roaring"" part was missed and they went straight to depression.
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: not shown
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This is a screenshot of a tweet from August 2020, reflecting on the collective negative experience of the decade, likely influenced by the COVID-19 pandemic."
TE-619.jpg,CULTURAL_REFERENCE_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The text describes an obsessive behavior, while the image shows a pained expression of exasperation.

2. MOTIVATION/INTEREST: not shown

3. EXISTENTIAL/EMOTIONAL INTENSITY: The text describes a highly repetitive and obsessive"
TE-70.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The text explicitly states the person is battling ""severe depression and anxiety."" The character's facial expression is flat, blank, and appears emotionless.

2. MOTIVATION/INTEREST: The character shows a distinct lack of energy or enthusiasm in response to highly energetic ""Punjabi wedding music,"" offering only a listless hand gesture.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING:"
TE-74.jpg,CULTURAL_REFERENCE_DEPENDENT,"[1,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The person in the chair appears sedated and disengaged with a flat affect, while the other characters express confusion and distress (""OMG, let me live"").

2. MOTIVATION/INTEREST: The person in the chair is pursuing extreme passive gratification through artificial means (drugs, porn, technology), suggesting a loss of interest in normal activities.

3. EXISTENTIAL/EMOTIONAL INTENSITY: One character's plea, ""OMG, let me live, man,"" indicates significant distress and a desire for relief. The main character is depicted in a state of extreme withdrawal from reality.

4. APPETITE/EATING: Not shown.

5. SELF-WORTH/GUILT: Not shown.

6. CONCENTRATION"
TE-256.jpg,INTERNET_CULTURE_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image expresses determination, ambition, and motivation. The characters are shown in dynamic, action-oriented poses, and the text encourages hard work.

2. MOTIVATION/INTEREST: The meme is explicitly about motivation, identifying specific life goals (government job, wealth, marriage, house) as the reason to work hard.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a motivational meme using historical imagery to inspire hard work towards achieving traditional Indian societal goals like a government job, wealth, marriage, and a house."
TE-611.jpg,INTERNET_CULTURE_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The left panel shows happiness and excitement, while the right panel shows a character smiling but sweating and being held back, suggesting anxiety or a struggle against an inevitable ""tragedy"".
2. MOTIVATION/INTEREST: The character is motivated to reach the balloons representing different parts of a film's plot, but is actively hindered in the second panel.
3. SELF-HARM/DEATH THOUGHTS: not shown
4. APPETITE/EATING: not shown
5. SELF-WORTH/GUILT: not shown
6. CONCENTRATION/THINKING: not shown
7. SLEEP: not shown

CONTEXT: This meme uses the ""Running Away Balloon"" format to humorously depict the common plot structure of Bollywood films, which often shift from a perfect first half to a tragic second half after the intermission."
TE-90.jpg,INTERNET_CULTURE_DEPENDENT,"[1,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The text explicitly states the person has ""a lot of depression"" and ends with a plea for help, indicating distress and a depressed mood. The bottom text also refers to ""sad"" memes.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a meme using a stock photo and Hindi text to comment on the ""bitter truth"" of ""sad memes,"" suggesting that genuine cries for help regarding depression are sometimes dismissed as mere performance or ""acting."""
TE-107.jpg,LANGUAGE_DEPENDENT,"[0,0,0,0,1,0,0]",
TE-14.jpg,LANGUAGE_DEPENDENT,"[0,0,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The text ""मैं बिखरा"" translates to ""I am scattered"" or ""I am broken,"" expressing a state of being emotionally shattered, overwhelmed, or falling apart.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: The term ""scattered"" can imply a state of mental confusion, lack of focus, or chaotic thinking.

7. SLEEP: not shown

CONTEXT: This is a minimalist text-based image, likely used as a meme or social media post to convey a feeling of emotional distress or brokenness."
TE-170.jpg,LANGUAGE_DEPENDENT,"[1,0,0,0,1,0,0]","CONTEXT: This is an Indian meme using Hindi text and a photo of actor Matthew Perry to humorously describe sudden mood swings.

1. MOOD/EMOTIONAL STATE: The text explicitly describes a sudden shift from happiness to sadness (""खुश से एकदम उदास"") in a very short time. The bottom text labels this shift as a ""depressed flip"" (""डिप्रेस्ड पलटी"").

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown"
TE-175.jpg,LANGUAGE_DEPENDENT,"[0,0,0,0,0,0,0]","CONTEXT: This image is a screenshot of a tweet where the user recounts an awkward real-life interaction involving dark internet humor about depression/suicide.

1. MOOD/EM"
TE-251.jpg,LANGUAGE_DEPENDENT,"[1,1,0,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The text in the bottom panel explicitly states ""डिप्रेशन में हूँ"" which translates to ""I am in depression.""

2. MOTIVATION/INTEREST: The meme suggests an activity is being done as a way to cope with depression (""fixing the chemical imbalance"") rather than for pleasure or genuine interest.

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is a ""Myth"
TE-259.jpg,LANGUAGE_DEPENDENT,"[0,0,1,0,0,0,0]","1. MOOD/EMOTIONAL STATE: The image expresses deep hopelessness and resignation, as the character ""Me"" accepts impending death with gratitude. Visually, the character Jerry appears sad, defeated, and has a flat affect in the final panel.

2. MOTIVATION/INTEREST: The character shows a complete lack of interest in continuing to live, to the point where they thank their killer for ending their life.

3. SELF-HARM/DE"
TE-268.jpg,LANGUAGE_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The character is depicted as stressed, anxious, and sweating profusely due to the difficulty of making a choice.

2. MOTIVATION/INTEREST: not shown

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: The text mentions eating yogurt (""दही""), but the focus is on the grammatical gender of the word, not actual eating habits.

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: The character is shown struggling to make a decision between two options, indicating a momentary difficulty in choosing.

7. SLEEP: not shown

CONTEXT: This is the ""Daily Struggle"" or ""Two Buttons"" meme format, humorously illustrating the common grammatical dilemma in Hindi of whether the word for yogurt (""दही"") is masculine or feminine."
TE-306.jpg,LANGUAGE_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The meme expresses a humorous sense of pride or accomplishment related to weight loss.

2. MOTIVATION/INTEREST: The text implies a motivation to lose weight and achieve a ""thin vibe"".

3. SELF-HARM/DEATH THOUGHTS: not shown

4. APPETITE/EATING: The meme indirectly references eating habits through the theme of weight loss and ""being thin"".

5. SELF-WORTH/GUILT: The meme suggests a positive change in self-perception or body image due to weight loss.

6. CONCENTRATION/THINKING: not shown

7. SLEEP: not shown

CONTEXT: This is an Indian meme using the ""Dekh raha hai Vinod"" format and a picture of a bulldog to make a humorous observation about losing weight."
TE-362.jpg,LANGUAGE_DEPENDENT,"[1,0,1,0,0,0,0]",CONTEXT: This is a dark humor meme using an anime character and mixed Hindi/English text to juxtapose a
TE-370.jpg,LANGUAGE_DEPENDENT,"[0,0,0,1,0,0,0]","1. MOOD/EMOTIONAL STATE: The girl in the illustration has a sad or somber expression. The text conveys a message about the inability of food to reciprocate emotions, suggesting loneliness or emotional need.

2. MOTIVATION/INTEREST: The girl is shown having knitted a scarf for a cake, which is a misplaced effort at connection, indicating a potential lack of appropriate social outlets or interests.

3"
TE-384.jpg,LANGUAGE_DEPENDENT,"[0,0,0,0,0,0,0]",
TE-418.jpg,LANGUAGE_DEPENDENT,"[0,0,0,0,0,1,0]","1. MOOD/EMOTIONAL STATE: The Hindi text ""ख्यालों का बवंडर"" translates to ""a whirlwind of thoughts,"" suggesting an overwhelmed or chaotic state of mind. The small, tear-like drops falling from the flowers indicate sadness or emotional distress.

2. MOTIVATION/INTEREST: not shown

3. EXISTENTIAL/EMOTIONAL INTENSITY: The phrase ""whirlwind of thoughts"" depicts an intense internal mental experience.

4. APPETITE/EATING: not shown

5. SELF-WORTH/GUILT: not shown

6. CONCENTRATION/THINKING: The text ""ख्यालों का बवंडर"" (whirlwind of thoughts) explicitly describes a chaotic"
