image_id,category,gold_labels
TE-119.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,1]"
TE-12.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-120.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-123.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-135.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-138.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-148.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-153.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-156.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-159.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-162.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-165.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-171.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,1,0]"
TE-179.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-18.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-186.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,1,0]"
TE-191.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-192.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-193.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,1,0]"
TE-202.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,1,0,0]"
TE-207.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-22.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-220.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-224.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-23.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-243.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-250.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,1,0]"
TE-252.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-257.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-263.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-265.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-266.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-273.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-284.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-289.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-295.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,1]"
TE-302.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-305.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-308.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-31.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-313.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,1,0]"
TE-315.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-318.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-321.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,1,0,0]"
TE-326.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,1,0,0]"
TE-328.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-329.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,1,0,0]"
TE-331.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-338.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,1]"
TE-339.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-345.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,1,0]"
TE-348.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-349.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-353.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-356.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-366.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,1,0]"
TE-369.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-372.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-375.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-38.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-387.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-395.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-397.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-414.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-415.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-417.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,1,0]"
TE-420.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-422.jpg,UNIVERSAL_HUMAN,"[0,0,1,1,1,0,0]"
TE-430.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-450.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-453.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-46.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-460.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-468.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-474.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,1]"
TE-475.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-480.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-483.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-488.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-490.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,0]"
TE-491.jpg,UNIVERSAL_HUMAN,"[1,0,1,0,0,0,0]"
TE-493.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,1]"
TE-496.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,1,0,1]"
TE-499.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-502.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-507.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,1,0,0]"
TE-511.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,1]"
TE-515.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-517.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-52.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-53.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,0]"
TE-532.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-538.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,0,0,1]"
TE-539.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,0]"
TE-54.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-542.jpg,UNIVERSAL_HUMAN,"[0,1,0,0,0,0,0]"
TE-544.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-545.jpg,UNIVERSAL_HUMAN,"[0,0,0,1,0,0,0]"
TE-548.jpg,UNIVERSAL_HUMAN,"[1,0,0,0,1,0,1]"
TE-551.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
TE-554.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,1]"
TE-558.jpg,UNIVERSAL_HUMAN,"[1,1,0,0,0,0,0]"
TE-568.jpg,UNIVERSAL_HUMAN,"[0,0,0,0,0,0,0]"
